CD79B,CD79b molecule; immunoglobulin-associated beta,Agammaglobulinemia 6;  Familial Chronic Lymphocytic Leukemia;  Plasmacytoma;  Show all 7
CD80,CD80 molecule,Sialadenitis;  Lymphocytic Choriomeningitis Wegeners Granulomatosis
CD81,CD81 molecule,Immunodeficiency; Common Variable; 6;  Immunodeficiency; Common Variable; 3;  Malaria Show all 4
CD82,CD82 molecule,Prostate Cancer;  Cervical Cancer;  Pancreatic Cancer;  Show all 6
CD84,CD84 molecule,Dysgammaglobulinemia
CD86,CD86 molecule,Benign Mesothelioma;  Lymphocytic Choriomeningitis;  Allergic Encephalomyelitis;  Show all 5
CD8A,CD8a molecule,Primary Cutaneous Aggressive Epidermotropic Cd8+ T-Cell Lymphoma;  Cd8 Deficiency; Familial;  Alveolar Echinococcosis;  1
CD9,CD9 molecule,Acquired Immunodeficiency Syndrome;  Oral Candidiasis;  Protein S Deficiency;  Show all 6
CD93,CD93 molecule,Splenic Abscess;  Familial Hypercholesterolemia C1 Inhibitor Deficiency
CD96,CD96 molecule,Cat Eye Syndrome
CD99,CD99 molecule,Juvenile Type Testicular Granulosa Cell Tumor;  Testicular Granulosa Cell Tumor;  Testicular Fibroma;  2
CDA,cytidine deaminase,Xeroderma Pigmentosum; Group D
CDAGS,Craniosynostosis; anal anomalies; and porokeratosis syndrome,Craniosynostosis; Anal Anomalies; And Porokeratosis;  Porokeratosis Imperforate Anus
CDAN1,codanin 1,Congenital Dyserythropoietic Anemia;  Congenital Dyserythropoietic Anemia Type I; Dyserythropoietic Anemia; Congenital; Type Ia;  Show all 6
CDAN3,congenital dyserythropoietic anemia; type III,Congenital Dyserythropoietic Anemia Type 3
CDB2,corneal dystrophy of Bowman layer type II (Thiel-Behnke),Chancroid Corneal Dystrophy Thiel Behnke Type
CDC14A,cell division cycle 14A,Cartilage-Hair Hypoplasia
CDC25C,cell division cycle 25C,Hyperapobetalipoproteinemia;  Plague;  Malaria Show all 4
CDC26,cell division cycle 26,Brain Cancer
CDC42,cell division cycle 42,Noma;  Wiskott-Aldrich Syndrome;  Scott Syndrome Show all 4
CDC42BPA,CDC42 binding protein kinase alpha (DMPK-like),Myotonic Dystrophy
CDC42BPB,CDC42 binding protein kinase beta (DMPK-like),Myotonic Dystrophy
CDC42BPG,CDC42 binding protein kinase gamma (DMPK-like),Myotonic Dystrophy
CDC42EP5,CDC42 effector protein (Rho GTPase binding) 5,Quadriplegia
CDC42SE1,CDC42 small effector 1,Scarlet Fever
CDC45,cell division cycle 45,Rothmund-Thomson Syndrome
CDC5L,cell division cycle 5-like,Cystoisosporiasis Poikiloderma With Neutropenia
CDC6,cell division cycle 6,Meier-Gorlin Syndrome 5;  Cervical Intraepithelial Neoplasia;  Meier-Gorlin Syndrome;  Show all 7
CDC73,cell division cycle 73,Hereditary Wilms Tumor;  Cdc73-Related Disorders;  Parathyroid Adenoma With Cystic Changes;  8
CDCA2,cell division cycle associated 2,Dermatophytosis
CDCA3,cell division cycle associated 3,Clonorchiasis
CDCA4,cell division cycle associated 4,Herpes Simplex
CDCA5,cell division cycle associated 5,Roberts Syndrome
CDCA7,cell division cycle associated 7,Mucinous Cystadenocarcinoma
CDCA8,cell division cycle associated 8,Diphyllobothriasis
CDH1,cadherin 1; type 1; E-cadherin (epithelial),Malignant Epithelial Mesothelioma;  Trichofolliculoma;  Atrophic Lichen Planus;  Show all 49
CDH11,cadherin 11; type 2; OB-cadherin (osteoblast),Aneurysmal Bone Cysts Malignant Peritoneal Mesothelioma
CDH12,cadherin 12; type 2 (N-cadherin 2),Meconium Aspiration Syndrome
CDH13,cadherin 13,Atherosclerosis
CDH15,cadherin 15; type 1; M-cadherin (myotubule),Mental Retardation; Autosomal Dominant 6 16Q24.3 Microdeletion Syndrome
CDH16,cadherin 16; KSP-cadherin,Oxyphilic Adenoma;  Tubulocystic Carcinoma;  Mucinous Tubular And Spindle Cell Carcinoma; Show all 6
CDH19,cadherin 19; type 2,Van Maldergem Syndrome 1
CDH2,cadherin 2; type 1; N-cadherin (neuronal),Pseudomyxoma Peritonei;  Hypoplastic Left Heart Syndrome Malignant Mesothelioma
CDH23,cadherin-related 23,Usher Syndrome; Type 1D;  Dfnb12 Nonsyndromic Hearing Loss And Deafness;  Usher Syndrome; Type 1D/f Digenic;  4
CDH3,cadherin 3; type 1; P-cadherin (placental),Eem Syndrome;  Juvenile Macular Degeneration And Hypotrichosis;  Diffuse Gastric Cancer; 4
CDH5,cadherin 5; type 2 (vascular endothelium),Angiosarcoma Of The Scalp;  Angiosarcoma;  Perineurioma;  
CDH7,cadherin 7; type 2,Charge Syndrome
CDH8,cadherin 8; type 2,Learning Disability
CDH9,cadherin 9; type 2 (T1-cadherin),Benign Epilepsy With Centrotemporal Spikes
CDHR1,cadherin-related family member 1,Cone-Rod Dystrophy 15;  Retinitis Pigmentosa 65;  Retinitis Pigmentosa Show all 4
CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,Fibromuscular Dysplasia Alpha 1-Antitrypsin Deficiency
CDK1,cyclin-dependent kinase 1,Thyroid Lymphoma;  Melanoma Male Germ Cell Tumor
CDK10,cyclin-dependent kinase 10,Star Syndrome
CDK11A,cyclin-dependent kinase 11A,Neuroblastoma
CDK11B,cyclin-dependent kinase 11B,Childhood Endodermal Sinus Tumor;  Neuroblastoma Endodermal Sinus Tumor
CDK15,cyclin-dependent kinase 15,Amyotrophic Lateral Sclerosis Lateral Sclerosis
CDK2,cyclin-dependent kinase 2,Melanoma;  Male Germ Cell Tumor Tetraploidy
CDK20,cyclin-dependent kinase 20,Mantle Cell Lymphoma
CDK2AP1,cyclin-dependent kinase 2 associated protein 1,Oral Cancer
CDK2AP2,cyclin-dependent kinase 2 associated protein 2,Hormone Producing Pituitary Cancer Oral Cancer
CDK4,cyclin-dependent kinase 4,Juxtacortical Osteosarcoma;  Spindle Cell Liposarcoma;  Atypical Mole Syndrome;  5
CDK5,cyclin-dependent kinase 5,Aneurysmal Bone Cysts;  Alzheimers Disease Neuroblastoma
CDK5R1,cyclin-dependent kinase 5; regulatory subunit 1 (p35),Tauopathy
CDK5RAP1,CDK5 regulatory subunit associated protein 1,Mikulicz Disease
CDK5RAP2,CDK5 regulatory subunit associated protein 2,Primary Autosomal Recessive Microcephaly Type 3;  Primary Autosomal Recessive Microcephaly Type 1;  Microcephaly;  Show all 5
CDK6,cyclin-dependent kinase 6,Primary Autosomal Recessive Microcephaly Type 12;  Gastroesophageal Junction Adenocarcinoma;  Primary Autosomal Recessive Microcephaly Type 1;  Show all 7
CDK7,cyclin-dependent kinase 7,Photosensitive Trichothiodystrophy
CDK9,cyclin-dependent kinase 9,Hiv-1
CDKAL1,CDK5 regulatory subunit associated protein 1-like 1,Diabetes Mellitus; Noninsulin-Dependent
CDKL3,cyclin-dependent kinase-like 3,Chromosome 5Q Deletion
CDKL5,cyclin-dependent kinase-like 5,Angelman Syndrome-Like;  Epileptic Encephalopathy; Early Infantile; 2;  Cdkl5-Related Angelman-Like Syndrome;  0
CDKN1A,cyclin-dependent kinase inhibitor 1A (p21; Cip1),Thoracic Cancer;  Bladder Transitional Cell Carcinoma;  Tongue Cancer;  6
CDKN1B,cyclin-dependent kinase inhibitor 1B (p27; Kip1),Periampullary Adenocarcinoma;  Multiple Endocrine Neoplasia Type 4;  Wermer Syndrome; 3
CDKN1C,cyclin-dependent kinase inhibitor 1C (p57; Kip2),Beckwith-Wiedemann Syndrome Due To Cdkn1C Mutation;  Image Syndrome;  Abdominal Wall Defect;  5
CDKN2A,cyclin-dependent kinase inhibitor 2A,Anthracosis;  Melanoma-Pancreatic Cancer Syndrome;  Gallbladder Adenoma;  6
CDKN2B,cyclin-dependent kinase inhibitor 2B (p15; inhibits CDK4),Skin Melanoma;  Thyroid Lymphoma;  Laryngeal Squamous Cell Carcinoma;  1
CDKN2B-AS1,CDKN2B antisense RNA 1,Intracranial Aneurysm;  Endometriosis;  Periodontitis;  Show all 6
CDKN2C,cyclin-dependent kinase inhibitor 2C (p18; inhibits CDK4),Anaplastic Oligodendroglioma;  Oligodendroglioma;  Chromosome 1P Deletion;  Show all 9
CDKN2D,cyclin-dependent kinase inhibitor 2D (p19; inhibits CDK4),Melanoma; Malignant; Somatic Osteosarcoma
CDKN3,cyclin-dependent kinase inhibitor 3,Liver Cancer;  Bubonic Plague;  Estrogen-Receptor Negative Breast Cancer;  8
CDL1,Cornelia de Lange syndrome 1,Cornelia De Lange Syndrome 1
CDL2,Cornelia de Lange syndrome 2,Cornelia De Lange Syndrome 2
CDO1,cysteine dioxygenase type 1,Hepatoblastoma
CDON,cell adhesion associated; oncogene regulated,Holoprosencephaly 11;  Cdon-Related Holoprosencephaly;  Septopreoptic Holoprosencephaly; 0
CDR1,cerebellar degeneration-related protein 1; 34kDa,Paraneoplastic Cerebellar Degeneration;  Cerebellar Degeneration Paraneoplastic Neurologic Disorders
CDR2,cerebellar degeneration-related protein 2; 62kDa,Paraneoplastic Neurologic Disorders Gait Apraxia
CDR3,Cerebellar degeneration-related autoantigen-3,Paraneoplastic Neurologic Disorders
CDS1,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1,Breast And Colorectal Cancer;  Prostate Cancer;  Breast Cancer;  Show all 6
CDSN,corneodesmosin,Hypotrichosis 2;  Guttate Psoriasis;  Peeling Skin Syndrome 1;  Show all 7
CDT1,chromatin licensing and DNA replication factor 1,Meier-Gorlin Syndrome 4;  Meier-Gorlin Syndrome;  Meier-Gorlin Syndrome 1;  Show all 5
CDX1,caudal type homeobox 1,Colon Adenocarcinoma;  Mesenchymal Chondrosarcoma;  Adult Acute Lymphocytic Leukemia; Show all 6
CDX2,caudal type homeobox 2,Chronic Cholangitis;  Bladder Adenocarcinoma;  Cervical Adenocarcinoma;  0
CDX4,caudal type homeobox 4,Acute Myeloid Leukemia Adult Acute Lymphocytic Leukemia
CDY1,chromodomain protein; Y-linked; 1,Y Chromosome Infertility
CDY2A,chromodomain protein; Y-linked; 2A,Y Chromosome Infertility
CDYL,chromodomain protein; Y-like,Gingival Recession
CDYL2,chromodomain protein; Y-like 2,Prostate Cancer
CEACAM1,carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein),Endometrial Carcinoma;  Gonorrhea Adenomatoid Tumor
CEACAM16,carcinoembryonic antigen-related cell adhesion molecule 16,Deafness; Autosomal Dominant 4B Deafness; Autosomal Dominant 3B
CEACAM3,carcinoembryonic antigen-related cell adhesion molecule 3,Gastric Duplication Cysts;  Pancreatic Cystadenoma;  Carcinoma Showing Thymus-Like Differentiation;  9
CEACAM4,carcinoembryonic antigen-related cell adhesion molecule 4,Endometrial Carcinoma Papillary Thyroid Carcinoma
CEACAM5,carcinoembryonic antigen-related cell adhesion molecule 5,Urethral Diverticulum;  Urachal Cancer;  Linitis Plastica;  2
CEACAM6,carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen),Cholangiocarcinoma
CEACAM7,carcinoembryonic antigen-related cell adhesion molecule 7,Adenocarcinoma In Situ;  Goblet Cell Carcinoid;  Colorectal Adenocarcinoma;  2
CEACAM8,carcinoembryonic antigen-related cell adhesion molecule 8,Chronic Myeloid Leukemia
CEBPA,CCAAT/enhancer binding protein (C/EBP); alpha,Cytogenetically Normal Acute Myeloid Leukemia;  Inherited Acute Myeloid Leukemia;  Acute Myeloid Leukemia With Cebpa Somatic Mutations;  8
CEBPB,CCAAT/enhancer binding protein (C/EBP); beta,Acute Promyelocytic Leukemia
CEBPE,CCAAT/enhancer binding protein (C/EBP); epsilon,Neutrophil-Specific Granule Deficiency;  Acute Lymphoblastic Leukemia Severe Congenital Neutropenia
CEBPZ,CCAAT/enhancer binding protein (C/EBP); zeta,Normal Pressure Hydrocephalus
CECR,cat eye syndrome chromosome region,Cat Eye Syndrome Coloboma
CECR1,cat eye syndrome chromosome region; candidate 1,Polyarteritis Nodosa;  Sneddon Syndrome;  Polyarteritis Nodosa; Childhood-Onset;  Show all 6
CECR2,cat eye syndrome chromosome region; candidate 2,Cat Eye Syndrome
CECR3,cat eye syndrome chromosome region; candidate 3 (non-protein coding),Cat Eye Syndrome
CECR5,cat eye syndrome chromosome region; candidate 5,Cat Eye Syndrome
CECR5-AS1,CECR5 antisense RNA 1,Cat Eye Syndrome
CECR6,cat eye syndrome chromosome region; candidate 6,Cat Eye Syndrome
CECR7,cat eye syndrome chromosome region; candidate 7 (non-protein coding),Cat Eye Syndrome
CECR9,cat eye syndrome chromosome region; candidate 9 (non-protein coding),Cat Eye Syndrome
CEL,carboxyl ester lipase,Maturity-Onset Diabetes Of The Young; Type 8;  Exocrine Pancreatic Insufficiency;  Maturity-Onset Diabetes Of The Young; Type 1;  Show all 6
CELA1,chymotrypsin-like elastase family; member 1,Pancreatic Steatorrhea;  Steatorrhea;  Hepatopulmonary Syndrome Show all 4
CELA3B,chymotrypsin-like elastase family; member 3B,Actinobacillosis;  Pancreatic Steatorrhea;  Rift Valley Fever;  Show all 5
CELF1,CUGBP; Elav-like family member 1,Myotonic Dystrophy
CELF2,CUGBP; Elav-like family member 2,Neuroblastoma
CELF4,CUGBP; Elav-like family member 4,Seizure Disorder
CELIAC10,Celiac disease; susceptibility to; 10,Celiac Disease 10 Celiac Disease
CELIAC11,Celiac disease; susceptibility to; 11,Celiac Disease 11 Celiac Disease
CELIAC12,Celiac disease; susceptibility to; 12,Celiac Disease 12 Celiac Disease
CELIAC13,Celiac disease; susceptibility to; 13,Celiac Disease 13 Celiac Disease
CELIAC2,celiac disease 2,Celiac Disease 2 Celiac Disease
CELIAC5,Celiac disease; susceptibility to; 5,Celiac Disease 5 Celiac Disease
CELIAC6,Celiac disease; susceptibility to; 6,Celiac Disease 6;  Autoimmune Disease 5 Celiac Disease
CELIAC7,Celiac disease; susceptibility to; 7,Celiac Disease 7 Celiac Disease
CELIAC8,Celiac disease; susceptibility to; 8,Celiac Disease 8 Celiac Disease
CELIAC9,Celiac disease; susceptibility to; 9,Celiac Disease 9 Celiac Disease
CELSR1,cadherin; EGF LAG seven-pass G-type receptor 1,Spina Bifida;  Neural Tube Defects Craniorachischisis
CELSR2,cadherin; EGF LAG seven-pass G-type receptor 2,Protein S Deficiency
CEMIP,cell migration inducing protein; hyaluronan binding,Colon Cancer
CEMP1,cementum protein 1,Cryptosporidiosis
CEND1,cell cycle exit and neuronal differentiation 1,Neuroblastoma
CENPB,centromere protein B; 80kDa,Raynaud Disease;  Telangiectasis;  Primary Biliary Cirrhosis;  Show all 5
CENPC,centromere protein C,Limited Scleroderma
CENPCP1,centromere protein C pseudogene 1,Primary Biliary Cirrhosis
CENPE,centromere protein E; 312kDa,Microcephaly 13; Primary; Autosomal Recessive
CENPJ,centromere protein J,Primary Autosomal Recessive Microcephalies And Seckel Syndrome Spectrum Disorders; Primary Autosomal Recessive Microcephaly Type 6;  Seckel Syndrome Type 4;  
CENPV,centromere protein V,Intracranial Primitive Neuroectodermal Tumor
CEP135,centrosomal protein 135kDa,Primary Autosomal Recessive Microcephaly Type 8;  Primary Autosomal Recessive Microcephalies And Seckel Syndrome Spectrum Disorders;  Diabetic Macular Edema;  Show all 5
CEP152,centrosomal protein 152kDa,Seckel Syndrome Type 5;  Primary Autosomal Recessive Microcephaly Type 9;  Microcephaly; Primary Autosomal Recessive;  Show all 7
CEP164,centrosomal protein 164kDa,Nephronophthisis 15;  Senior-Loken Syndrome 1 Nephronophthisis
CEP19,centrosomal protein 19kDa,Morbid Obesity And Spermatogenic Failure Morbid Obesity
CEP290,centrosomal protein 290kDa,Bardet-Biedl Syndrome 14;  Senior-Loken Syndrome 6;  Meckel Syndrome;  2
CEP41,centrosomal protein 41kDa,Joubert Syndrome 15;  Joubert Syndrome With Ocular Anomalies;  Joubert Syndrome 8;  Show all 5
CEP55,centrosomal protein 55kDa,Colon Cancer
CEP57,centrosomal protein 57kDa,Mosaic Variegated Aneuploidy Syndrome 2;  Mosaic Variegated Aneuploidy Syndrome Mosaic Variegated Aneuploidy Syndrome 1
CEP63,centrosomal protein 63kDa,Seckel Syndrome Type 6;  Primary Autosomal Recessive Microcephalies And Seckel Syndrome Spectrum Disorders;  Seckel Syndrome Show all 4
CEP76,centrosomal protein 76kDa,Nail Disease Jawad Syndrome
CEP83,centrosomal protein 83kDa,Nephronophthisis 18;  Infantile Nephronophthisis Nephronophthisis 1; Juvenile
CEP85L,centrosomal protein 85kDa-like,Breast Cancer
CEP89,centrosomal protein 89kDa,Cytochrome-C Oxidase Deficiency Disease
CER1,cerberus 1; DAN family BMP antagonist,Osteoporotic Fracture;  Norrie Disease Lung Cancer Susceptibility
CERK,ceramide kinase,Retinitis Pigmentosa
CERKL,ceramide kinase-like,Retinitis Pigmentosa 26;  Cerkl-Related Retinitis Pigmentosa;  Retinitis Pigmentosa;  Show all 5
CERS3,ceramide synthase 3,Ichthyosis; Congenital; Autosomal Recessive 9;  Weill-Marchesani-Like Syndrome;  Ichthyosis; Congenital; Autosomal Recessive 2 Show all 4
CES1,carboxylesterase 1,Carboxylesterase 1 Deficiency Reye Syndrome
CES2,carboxylesterase 2,North American Indian Childhood Cirrhosis
CES3,carboxylesterase 3,Dental Pulp Necrosis
CETN2,centrin; EF-hand protein; 2,Xeroderma Pigmentosum; Group C
CETP,cholesteryl ester transfer protein; plasma,Hyperalphalipoproteinemia;  Cetp-Related Hyperalphalipoproteinemia;  Hyperlipoproteinemia Type Iii;  2
CFB,complement factor B,Hemolytic Uremic Syndrome; Atypical 4;  Complement Factor B Deficiency;  Cfb-Related Atypical Hemolytic-Uremic Syndrome;  4
CFC1,cripto; FRL-1; cryptic family 1,Heterotaxy; Visceral; 2; Autosomal;  Cfc1-Related Conotruncal Heart Malformations;  Biliary Atresia With Splenic Malformation Syndrome;  4
CFD,complement factor D (adipsin),Complement Factor D Deficiency;  Anorexia Nervosa;  Meningococcal Infection Show all 4
CFH,complement factor H,Spirochetes Disease;  Hemolytic Uremic Syndrome; Atypical 1;  Complement Factor H Deficiency;  7
CFHR1,complement factor H-related 1,Atypical Hemolytic-Uremic Syndrome;  Macular Degeneration; Age-Related; Reduced Risk Of; Lyme Disease;  Show all 9
CFHR2,complement factor H-related 2,Dense Deposit Disease
CFHR3,complement factor H-related 3,Cfhr3 And Cfhr1-Related Atypical Hemolytic-Uremic Syndrome;  Atypical Hemolytic-Uremic Syndrome;  Macular Degeneration; Age-Related; Reduced Risk Of;  Show all 5
CFHR4,complement factor H-related 4,Kuhnt-Junius Degeneration Atypical Hemolytic-Uremic Syndrome
CFHR5,complement factor H-related 5,Dense Deposit Disease/membranoproliferative Glomerulonephritis Type Ii;  Nephropathy Due To Cfhr5 Deficiency;  Membranoproliferative Glomerulonephritis;  
CFI,complement factor I,Macular Degeneration; Age-Related; 13;  Hemolytic Uremic Syndrome; Atypical 3;  Complement Factor I Deficiency;  6
CFL1,cofilin 1 (non-muscle),Corticobasal Degeneration Smith-Lemli-Opitz Syndrome
CFL2,cofilin 2 (muscle),Cfl2-Related Nemaline Myopathy;  Nemaline Myopathy 7; Autosomal Recessive;  Myopathy; Show all 5
CFLAR,CASP8 and FADD-like apoptosis regulator,Cadasil;  Hodgkins Lymphoma;  Cervical Intraepithelial Neoplasia;  Show all 5
CFM1,cystic fibrosis modifier 1,Meconium Ileus In Cystic Fibrosis;  Cystic Fibrosis Meconium Ileus
CFM2,cystic fibrosis modifier 2,Cystic Fibrosis
CFP,complement factor properdin,Properdin Deficiency;  Subacute Bacterial Endocarditis;  Complement Deficiency;  1
CFSS,craniofacioskeletal syndrome,Craniofacioskeletal Syndrome
CFTDX,Myopathy; congenital; with fiber-type disproportion; X-linked,Myopathy; Congenital; With Fiber-Type Disproportion; X-Linked
CFTR,cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C; member 7),Congenital Absence Of The Vas Deferens;  Mite Infestation;  Young Syndrome;  Show all 42
CFTRP1,cystic fibrosis transmembrane conductance regulator pseudogene 1,Cystic Fibrosis
CGA,glycoprotein hormones; alpha polypeptide,Pineal Region Germinoma;  Scalp Dermatosis;  Ovarian Remnant Syndrome;  Show all 47
CGB,chorionic gonadotropin; beta polypeptide,Superior Vena Cava Syndrome;  Central Nervous System Germ Cell Tumor;  Testicular Leydig Cell Tumor;  Show all 40
CGB5,chorionic gonadotropin; beta polypeptide 5,Corpus Luteum Cyst;  Malignant Sertoli Cell Tumor;  Gestational Choriocarcinoma;  5
CGB7,chorionic gonadotropin; beta polypeptide 7,Gestational Choriocarcinoma;  Seminoma;  Sacrococcygeal Teratoma;  0
CGB8,chorionic gonadotropin; beta polypeptide 8,Cryptococcosis
CGNL1,cingulin-like 1,Aromatase Excess Syndrome Estrogen Excess
CH25H,cholesterol 25-hydroxylase,Alzheimers Disease
CHAT,choline O-acetyltransferase,Congenital Myasthenic Syndrome With Episodic Apnea;  Tendinosis;  Chat-Related Congenital Myasthenic Syndrome;  3
CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10,Ftdals2 Amyotrophic Lateral Sclerosis 14; With Or Without Frontotemporal Dementia
CHD1L,chromodomain helicase DNA binding protein 1-like,Liver Cancer
CHD2,chromodomain helicase DNA binding protein 2,Epileptic Encephalopathy; Childhood-Onset;  Myoclonic-Astastic Epilepsy;  Lennox-Gastaut Syndrome;  Show all 5
